account_number,snapshot_month,household_composition,activation_date,lifecycle_stage,geographic_market,premises_type,value_tier,credit_profile,commitment_end_date,own_voice_flag,own_data_flag,own_video_flag,loyalty_program_participation,loyalty_status,service_type,subscribed_speed_mbps,avg_delivered_throughput_mbps,network_outage_events,network_outage_duration_minutes,latency_ms,jitter_ms,packet_loss_pct,trouble_ticket_volume,ticket_resolution_time_hours,repeat_issue_flag,infrastructure_age_years,copper_pair_condition_score,distance_from_co_km,fiber_available_at_premises,service_provisioning_delay_days,install_failure_flag,mrc_data,mrc_voice,mrc_video,usage_based_charges,overage_charges,promo_discount_amount,promo_expiration_flag,price_increase_flag,notification_days_before_increase,credits_issued,billing_dispute_flag,refund_request_flag,bill_amount,late_payment_flag,collections_activity_flag,churn_event_month,churn_reason_code,final_destination,winback_attempts,winback_success_flag,time_to_churn_from_key_trigger_days,inbound_call_volume,call_reason_code,avg_handle_time_sec,escalations,transfers,nps_score,csat_score,ces_score,retention_offer_type,save_attempt_flag,save_outcome,complaint_volume,complaint_type,complaint_severity,chat_transcripts_count,email_correspondence_count,ivr_interactions_count,agent_notes_count,case_mgmt_records_count,data_consumption_gb,peak_usage_hours_pct,bandwidth_utilization_pct,connected_device_count,device_types_sample,video_streaming_hours,voip_minutes,self_service_portal_logins,mobile_app_sessions,avg_session_duration_sec,email_open_rate,sms_response_rate,competitor_broadband_available_by_address,competitor_pricing_index,competitor_promo_active,fixed_wireless_5g_coverage_rate,market_share_index,median_income,employment_rate,new_housing_dev_index,mdu_density_index,subsidy_eligibility,retention_campaign_exposed,offer_accept_flag,offer_reject_flag,fiber_migration_campaign_participation,upsell_cross_sell_attempt_flag,upsell_cross_sell_outcome,marketing_channel_engagement,ab_test_group,comm_preference,opt_out_marketing_flag,service_activation_event,service_deactivation_event,lifecycle_stage_lower,months_to_churn,churn_flag_3m,tenure_months,months_to_commitment_end,near_contract_end_flag,competitive_pressure,history_available_months,history_coverage_ratio_12m,new_customer_flag,prev_bill,bill_shock_flag,throughput_to_speed_ratio,speed_gap_ratio,revenue_per_speed,outage_severity,tickets_last_3m_sum,outages_last_3m_sum,bill_volatility_3m_std,nps_3m_min,csat_3m_min,usage_3m_avg,tickets_3m_avg,tickets_last_6m_sum,outages_last_6m_sum,bill_volatility_6m_std,nps_6m_min,csat_6m_min,usage_6m_avg,tickets_last_12m_sum,outages_last_12m_sum,bill_volatility_12m_std,nps_12m_min,csat_12m_min,usage_12m_avg,bill_shock_last_12m_sum,outage_severity_last_12m_sum,usage_mom_pct_change,usage_drop_ratio_3m_vs_12m,ticket_acceleration_3m_vs_12m,outage_acceleration_3m_vs_12m,bill_volatility_acceleration_3m_vs_12m,ticket_per_month,ticket_per_active_month_12m,tenure_bucket,tenure_bucket_encoded,ticket_spike_ratio,outage_trend_ratio,usage_last_3m,usage_last_6m,usage_drop_ratio,fiber_speed_risk,service_frustration_index,frustration_acceleration,eda_service_score,eda_billing_score,eda_usage_score,eda_competition_score,eda_contract_score,eda_support_score,eda_composite_score,eda_service_flag,eda_billing_flag,eda_usage_flag,eda_competition_flag,eda_contract_flag,eda_support_flag,eda_analysis,eda_reasons
200256,2025-04-01,Single,2022-10-01,Active,Metro,SFH,Low,C,2026-01-21,0,1,0,1,Bronze,Copper_DSL,58.3,42.7,1,95,62.8,4.7,0.0,0,0.0,0,18,94,4.8,1,0,0,39.52,0,0,3.66,1.12,0.0,0,0,0,0.0,0,0,44.300000000000004,0,0,,,,0,0,,2,Billing,281,0,0,41,4.8,2.28,Contract_Extension,0,,2,Billing,Low,1,0,0,0,0,158.5,0.257,0.571,8,"Laptop,Phone,TV",84.2,0.0,0,1,290,0.234,0.112,0,0.0,0,0.55,1.15,78000,0.962,0.87,1.18,,0,0,0,0,1,,SMS,Variant_B,SMS,1,0,0,active,,0,30.433333333333334,9.833333333333334,0,1,12,1.0,0,45.71,0,0.7324185248713552,0.26758147512864483,0.6778730703259006,1.5833333333333333,0.0,2.0,1.5264446709046844,29.0,4.11,232.76666666666665,0.0,0.0,3.0,3.8055363178751476,10.0,3.28,261.73333333333335,5.0,5.0,4.713004172853371,2.0,2.86,257.3333333333333,2.0,3.4833333333333334,-0.36498397435897434,-0.0954663212435233,-0.4166666666666667,0.24999999999999994,-3.186559501948687,0.0,0.4166666666666667,established,1,0.0,0.6666666666666666,232.76666666666665,261.73333333333335,0.8893275598573611,0.26758147512864483,0.9342481417953115,0.12750142938822173,3.624372212692967,0.022400000000000003,4.0822046046301015,1.105,0.0,4.1,12.93397681732307,0,0,1,0,1,1,"support: 2 complaints, 2 inbound calls; usage: drop_ratio=0.89, MoM=-36%; contract ends in 9 months.",High support volume indicates unresolved friction with the service; declining usage signals growing disengagement from the service.
200256,2025-05-01,Single,2022-05-01,Active,Metro,SFH,Low,C,2026-01-21,0,1,0,1,Gold,Copper_DSL,58.3,30.3,1,46,58.4,6.2,0.881,0,0.0,0,18,94,4.8,1,0,0,39.52,0,0,0.25,0.0,0.0,0,0,0,0.0,0,0,39.77,0,0,,,,0,0,,0,,0,0,0,-21,3.46,2.42,,0,,0,,,2,0,0,0,1,357.2,0.2,0.584,8,"Laptop,Phone,TV",76.5,0.0,0,2,203,0.0,0.0,1,1.21,1,0.55,1.15,78000,0.962,1.28,1.35,,0,0,0,0,1,,DirectMail,Variant_B,SMS,1,0,0,active,,0,36.53333333333333,8.833333333333334,0,2,12,1.0,0,44.300000000000004,0,0.5197255574614066,0.48027444253859347,0.6778730703259006,0.7666666666666667,0.0,2.0,3.1035624691634585,-21.0,3.46,255.1,0.0,0.0,3.0,4.052591352044606,-21.0,3.28,276.18333333333334,4.0,6.0,4.713416939166765,-21.0,2.86,265.25,2.0,4.25,1.2536277602523658,-0.038265786993402474,-0.3333333333333333,0.16666666666666663,-1.6098544700033068,0.0,0.3333333333333333,long_term,2,0.0,0.6666666666666666,255.1,276.18333333333334,0.9236618188401424,0.48027444253859347,1.1469411092052602,0.38064608347627216,9.39841166380789,0.0,3.2257343417885327,4.647,0.0,0.5,17.77114600559642,1,0,0,1,1,0,"service: 2 outages, NPS=-21; competition: alt. provider available, promo active, 5G coverage; contract ends in 8 months.",Recurring service failures are eroding the customer experience; competitor availability and promotions create an easy switching path.
200256,2025-06-01,Single,2023-12-01,Active,Metro,SFH,Low,C,2026-01-21,0,1,0,1,Bronze,Copper_DSL,58.3,34.9,1,101,68.9,7.8,0.384,0,0.0,0,18,94,4.8,1,0,0,39.52,0,0,0.0,0.15,0.0,0,0,0,1.92,0,0,37.75,0,0,,,,0,0,,0,,0,0,0,24,3.54,1.46,,0,,2,Billing,Low,0,0,0,0,0,78.1,0.175,0.505,8,"Laptop,Phone,TV",58.7,0.0,1,2,150,0.225,0.085,1,0.9,1,0.55,1.15,78000,0.962,0.96,1.02,,0,0,0,0,0,,DirectMail,Variant_B,SMS,1,0,0,active,,0,18.266666666666666,7.8,0,2,12,1.0,0,39.77,0,0.5986277873070326,0.4013722126929674,0.6778730703259006,1.6833333333333333,0.0,3.0,3.3541963766800196,-21.0,3.46,197.9333333333333,0.0,0.0,4.0,3.593086416995847,-21.0,3.28,247.66666666666666,4.0,7.0,4.7945913340561175,-21.0,2.86,256.5833333333333,2.0,5.933333333333334,-0.7813549832026876,-0.22858070802208513,-0.3333333333333333,0.41666666666666663,-1.440394957376098,0.0,0.3333333333333333,established,1,0.0,0.75,197.9333333333333,247.66666666666666,0.7991924629878869,0.4013722126929674,1.1513722126929675,0.3566323613493426,10.205058319039452,0.003,5.051395475602324,4.585,0.0,3.2,23.044453794641775,1,0,1,1,1,1,"service: 3 outages, NPS=-21; usage: drop_ratio=0.80, MoM=-78%; competition: alt. provider available, promo active, 5G coverage.",Recurring service failures are eroding the customer experience; declining usage signals growing disengagement from the service.
200256,2025-07-01,Single,2022-03-01,Active,Metro,SFH,Low,C,2026-01-21,0,1,0,1,Bronze,Copper_DSL,58.3,38.1,0,0,76.8,9.9,0.886,0,0.0,0,18,94,4.8,1,0,0,39.52,0,0,4.76,0.44,0.0,0,0,0,1.99,0,0,42.73,0,0,,,,0,0,,0,,0,0,0,37,2.87,3.2,,0,,2,Billing,High,1,1,0,0,0,279.5,0.188,0.645,8,"Laptop,Phone,TV",71.0,0.0,0,0,0,0.268,0.254,1,0.95,1,0.55,1.15,78000,0.962,1.32,0.99,,0,0,0,0,0,,,Variant_B,SMS,1,0,0,active,,0,40.6,6.8,0,2,12,1.0,0,37.75,0,0.653516295025729,0.34648370497427095,0.6778730703259006,0.0,0.0,2.0,2.504742169033243,-21.0,2.87,238.26666666666665,0.0,0.0,4.0,2.9297417406090083,-21.0,2.87,235.51666666666665,4.0,7.0,4.691862313591152,-21.0,2.86,256.2583333333334,2.0,5.933333333333334,2.578745198463509,-0.07020909889109321,-0.3333333333333333,0.08333333333333326,-2.1871201445579085,0.0,0.3333333333333333,long_term,2,0.0,0.5,238.26666666666665,235.51666666666665,1.0116764560186824,0.34648370497427095,0.846483704974271,-0.08776443682104051,9.360725557461407,0.0088,3.1708088599532935,4.595000000000001,0.0,3.4000000000000004,20.535334417414703,1,0,0,1,1,1,"service: 2 outages, NPS=-21; competition: alt. provider available, promo active, 5G coverage; support: 2 complaints.",Recurring service failures are eroding the customer experience; competitor availability and promotions create an easy switching path.
200256,2025-08-01,Single,2022-07-01,Active,Metro,SFH,Low,C,2026-01-21,0,1,0,1,Bronze,Copper_DSL,58.3,40.8,0,0,66.3,6.9,0.312,1,31.9,0,18,94,4.8,1,3,0,39.52,0,0,1.64,1.0,0.0,0,0,0,0.0,0,0,42.160000000000004,0,0,,,,0,0,,0,,0,0,0,-2,3.17,1.0,,0,,0,,,1,0,1,1,0,217.1,0.25,0.577,8,"Laptop,Phone,TV",59.9,0.0,3,2,151,0.101,0.068,1,1.03,1,0.55,1.15,78000,0.962,0.95,1.03,,0,0,0,0,1,,,Variant_B,SMS,1,0,0,active,,0,37.56666666666667,5.766666666666667,0,2,12,1.0,0,42.73,0,0.6998284734133791,0.30017152658662094,0.6778730703259006,0.0,1.0,1.0,2.7256008511885983,-2.0,2.87,191.5666666666667,0.3333333333333333,1.0,3.0,2.9195410598243066,-21.0,2.87,223.33333333333334,3.0,7.0,4.614521463091626,-21.0,2.86,250.54999999999998,2.0,5.933333333333334,-0.22325581395348837,-0.2354154194106298,0.08333333333333331,-0.25000000000000006,-1.888920611903028,0.02661934338952972,0.25,long_term,2,1.0,0.3333333333333333,191.5666666666667,223.33333333333334,0.8577611940298508,0.30017152658662094,1.6335048599199542,0.48656375071469404,10.34125728987993,0.02,3.668553087276794,4.611000000000001,0.0,0.25,18.890810377156726,1,0,1,1,1,0,"service: 1 ticket, 1 outage, NPS=-2; competition: alt. provider available, promo active, 5G coverage; usage: drop_ratio=0.86, MoM=-22%.",Recurring service failures are eroding the customer experience; competitor availability and promotions create an easy switching path.
200256,2025-09-01,Single,2023-02-01,Active,Metro,SFH,Low,C,2026-01-21,0,1,0,1,Silver,Copper_DSL,58.3,25.1,1,53,81.7,7.7,0.418,1,22.9,0,18,94,4.8,1,0,0,39.52,0,0,2.89,0.0,0.0,0,0,0,0.01,0,0,42.400000000000006,0,0,,,,0,0,,0,,0,0,0,18,3.59,1.95,,0,,2,Billing,Low,0,0,0,0,0,148.5,0.235,0.681,8,"Laptop,Phone,TV",64.3,0.0,1,0,0,0.153,0.041,1,1.09,1,0.55,1.15,78000,0.962,0.97,0.83,,0,0,0,1,0,,,Variant_B,SMS,1,0,0,active,,0,31.433333333333334,4.733333333333333,0,2,12,1.0,0,42.160000000000004,0,0.43053173241852494,0.5694682675814751,0.6778730703259006,0.8833333333333333,2.0,1.0,0.2861817604250251,-2.0,2.87,215.03333333333333,0.6666666666666666,2.0,4.0,2.351675289377063,-21.0,2.87,206.48333333333332,3.0,7.0,4.596007077954297,-21.0,2.86,235.84166666666667,2.0,5.5,-0.31598341777982497,-0.08823009787640014,0.41666666666666663,-0.25000000000000006,-4.309825317529272,0.031813361611876985,0.25,established,1,1.0,0.25,215.03333333333333,206.48333333333332,1.041407700379369,0.5694682675814751,1.819468267581475,0.6680960548885075,11.220202401372212,0.0,3.6684475846112274,4.623,0.0,3.2,22.71164998598344,1,0,1,1,1,1,"service: 2 tickets, 1 outage, NPS=-2; competition: alt. provider available, promo active, 5G coverage; usage: MoM=-32%.",Recurring service failures are eroding the customer experience; competitor availability and promotions create an easy switching path.
200260,2024-12-01,Single,2023-10-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,14.6,0,0,85.0,3.7,0.499,1,27.7,0,27,72,1.82,0,0,0,43.93,0,0,2.23,4.01,21.79,0,0,0,0.0,0,0,28.379999999999995,0,0,,,,0,0,,0,,0,0,0,10,3.46,1.81,,0,,0,,,0,0,0,0,0,218.7,0.172,0.75,10,"IoT,Laptop,Phone",112.2,0.0,2,1,121,0.082,0.018,0,0.0,0,0.45,0.98,62000,0.948,0.87,0.78,,1,1,0,0,0,,,Variant_A,Phone,0,0,0,active,,0,14.233333333333333,-999.0,0,0,5,0.4166666666666667,0,32.06,0,0.48026315789473684,0.5197368421052632,1.4450657894736842,0.0,3.0,1.0,4.372402085810505,10.0,3.34,300.3666666666666,1.0,3.0,4.0,4.171789783773869,10.0,3.34,305.62,3.0,4.0,4.171789783773869,10.0,3.34,305.62,1.0,4.5,-0.3668210770121598,-0.017189101934864823,0.75,0.0,0.20061230203663527,0.07025761124121781,0.6,early_growth,0,1.0,0.25,300.3666666666666,305.62,0.9828108980651352,0.0,1.7697368421052633,0.45065789473684226,6.416605263157894,0.0802,3.7697260199725924,0.908,0.0,0.0,11.174531283130486,0,1,1,0,1,0,usage: MoM=-37%; billing: elevated pressure; contract ends in 0 months.,Declining usage signals growing disengagement from the service; billing pressure is reducing perceived plan value.
200260,2025-01-01,Single,2024-05-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,18.4,2,104,101.6,3.6,0.602,1,38.7,0,27,72,1.82,0,0,0,43.93,0,0,0.0,0.0,21.79,0,0,0,0.0,0,0,22.14,0,0,,,,0,0,,1,Technical,445,0,1,8,3.6,1.49,Bundle,0,,1,Install,Low,0,0,3,0,2,358.5,0.194,0.452,10,"IoT,Laptop,Phone",84.6,0.0,0,1,169,0.217,0.09,1,0.74,1,0.45,0.98,62000,0.948,1.05,1.33,,0,0,0,0,0,,,Variant_A,Phone,0,0,0,active,,0,8.166666666666666,-999.0,0,1,6,0.5,1,28.379999999999995,0,0.6052631578947368,0.39473684210526316,1.4450657894736842,3.466666666666667,2.0,3.0,5.014751572444381,8.0,3.34,307.5333333333333,0.6666666666666666,4.0,6.0,4.914433504145386,8.0,3.34,314.43333333333334,4.0,6.0,4.914433504145386,8.0,3.34,314.43333333333334,1.0,7.966666666666667,0.6392318244170097,-0.021944238312307962,0.3333333333333333,0.5,0.10031806829899548,0.12244897959183675,0.6666666666666666,early_growth,0,0.5,0.5,307.5333333333333,314.43333333333334,0.978055761687692,0.0,1.3947368421052633,-1.049342105263158,7.854105263157895,0.0,3.1573050402252143,4.355999999999999,0.0,3.7000000000000006,19.067410303383106,0,0,0,1,1,1,"competition: alt. provider available, promo active; support: 1 complaint, 1 inbound call; contract ends in 0 months.",Competitor availability and promotions create an easy switching path; high support volume indicates unresolved friction with the service.
200260,2025-02-01,Single,2024-08-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,18.1,1,7,77.2,7.1,1.103,0,0.0,0,27,72,1.82,0,0,0,43.93,0,0,0.65,1.6,21.79,1,0,0,0.0,0,0,24.39,0,0,,,,0,0,,0,,0,0,0,39,4.19,2.28,,0,,0,,,1,0,0,1,0,281.8,0.305,0.661,10,"IoT,Laptop,Phone",90.5,0.0,2,1,76,0.25,0.022,1,0.91,1,0.45,0.98,62000,0.948,1.38,1.28,,0,0,0,0,0,Accepted,DirectMail,Variant_A,Phone,0,0,0,active,,0,6.133333333333334,-999.0,0,1,7,0.5833333333333334,1,22.14,0,0.5953947368421053,0.40460526315789463,1.4450657894736842,0.11666666666666667,2.0,3.0,3.160174045839893,8.0,3.46,286.3333333333333,0.6666666666666666,4.0,5.0,4.598049224036939,8.0,3.34,311.55,4.0,7.0,4.768779418557454,8.0,3.34,309.7714285714286,1.0,8.083333333333334,-0.21394700139470013,-0.07566254688556862,0.3333333333333333,0.41666666666666663,-1.608605372717561,0.0,0.5714285714285714,early_growth,0,0.5,0.6,286.3333333333333,311.55,0.9190606109238751,0.0,1.5046052631578948,-0.6861842105263158,7.934907894736842,0.032,3.6333535865908235,4.39,0.0,0.15000000000000002,16.140261481327663,0,0,1,1,1,0,"competition: alt. provider available, promo active; usage: drop_ratio=0.92, MoM=-21%; contract ends in 0 months.",Competitor availability and promotions create an easy switching path; declining usage signals growing disengagement from the service.
200260,2025-03-01,Single,2023-03-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,16.5,1,48,72.5,4.2,0.492,0,0.0,0,27,72,1.82,0,0,0,43.93,0,0,3.58,3.33,0.0,0,0,0,4.17,0,0,46.669999999999995,0,0,,,,0,0,,1,Retention,300,0,0,23,3.97,3.09,,0,,0,,,0,1,4,0,0,181.3,0.252,0.58,10,"IoT,Laptop,Phone",84.7,0.0,0,0,0,0.299,0.0,0,0.0,0,0.45,0.98,62000,0.948,0.91,0.99,,0,0,0,0,0,,,Variant_A,Phone,0,0,0,active,,0,24.366666666666667,-999.0,0,0,8,0.6666666666666666,0,24.39,1,0.5427631578947368,0.4572368421052631,1.4450657894736842,0.8,1.0,4.0,13.559632492561635,8.0,3.6,273.8666666666666,0.3333333333333333,4.0,5.0,9.173015680062182,8.0,3.34,287.1166666666667,4.0,8.0,7.924475534696286,8.0,3.34,293.7125,2.0,8.883333333333333,-0.3566359119943222,-0.06756890950617819,0.0,0.6666666666666666,5.635156957865349,0.0,0.5,established,1,0.25,0.8,273.8666666666666,287.1166666666667,0.9538515121611422,0.0,1.507236842105263,-0.2625000000000002,8.040855263157896,2.5666,4.028643043585789,0.908,0.0,0.9,16.444098306743683,0,1,1,0,1,0,usage: MoM=-36%; billing: bill shock; contract ends in 0 months.,Declining usage signals growing disengagement from the service; billing pressure is reducing perceived plan value.
200260,2025-04-01,Single,2023-02-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,14.9,0,0,67.1,5.8,0.704,1,38.7,0,27,72,1.82,0,0,0,43.93,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,43.93,0,0,,,,0,0,,1,Billing,286,0,0,27,3.72,2.94,,0,,0,,,0,0,1,0,0,204.8,0.326,0.499,10,"IoT,Laptop,Phone",87.0,0.0,0,1,119,0.251,0.051,0,0.0,0,0.45,0.98,62000,0.948,0.97,0.89,,0,0,0,0,0,,SMS,Variant_A,Phone,0,0,0,active,,0,26.333333333333332,-999.0,0,0,9,0.75,0,46.669999999999995,0,0.4901315789473685,0.5098684210526315,1.4450657894736842,0.0,1.0,2.0,12.149880657850098,23.0,3.72,222.63333333333335,0.3333333333333333,3.0,5.0,10.203947112106503,8.0,3.34,265.0833333333333,5.0,8.0,8.679667972400274,8.0,3.34,283.8333333333333,2.0,8.883333333333333,0.12961941533370114,-0.21561949500880787,-0.08333333333333337,0.0,3.470212685449823,0.0379746835443038,0.5555555555555556,established,1,0.3333333333333333,0.4,222.63333333333335,265.0833333333333,0.8398616787173846,0.0,1.2432017543859648,-0.15153508771929847,4.9608026315789475,0.0,3.513901358762094,0.908,0.0,0.5,9.88270399034104,0,0,1,0,1,0,usage: drop_ratio=0.84; contract ends in 0 months.,Declining usage signals growing disengagement from the service; approaching contract end creates a natural window to switch providers.
200260,2025-05-01,Single,2023-09-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,17.8,0,0,63.9,1.3,0.0,1,27.9,0,27,72,1.82,0,0,0,43.93,0,0,0.0,2.96,0.0,0,0,0,0.0,0,0,46.89,0,0,,,,0,0,,1,Technical,315,0,0,27,5.0,1.57,Contract_Extension,0,,0,,,0,0,0,0,0,331.2,0.231,0.539,10,"IoT,Laptop,Phone",103.2,0.0,0,1,231,0.484,0.0,1,0.94,1,0.45,0.98,62000,0.948,1.13,0.52,,0,0,0,0,0,,Email,Variant_A,Phone,0,0,0,active,,0,20.266666666666666,-999.0,0,1,10,0.8333333333333334,0,43.93,0,0.5855263157894738,0.41447368421052627,1.4450657894736842,0.0,2.0,1.0,1.6491209779758285,23.0,3.72,239.1,0.6666666666666666,4.0,4.0,11.64578893849618,8.0,3.46,262.71666666666664,6.0,8.0,9.458817696848913,8.0,3.34,288.57,2.0,8.883333333333333,0.6171874999999998,-0.17143154174030564,0.16666666666666663,-0.3333333333333333,-7.809696718873084,0.049342105263157895,0.6,established,1,0.5,0.25,239.1,262.71666666666664,0.910105944299943,0.0,1.1644736842105263,-0.34013157894736845,4.642710526315789,0.0592,3.3134018059168096,4.395999999999999,0.0,0.4,12.811312332232598,0,1,1,1,1,0,"competition: alt. provider available, promo active; usage: drop_ratio=0.91; billing: elevated pressure.",Competitor availability and promotions create an easy switching path; declining usage signals growing disengagement from the service.
200260,2025-06-01,Single,2022-08-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,14.6,0,0,92.4,3.5,0.876,1,29.3,0,27,72,1.82,0,0,0,43.93,0,0,0.0,11.19,0.0,0,0,0,0.19,0,0,54.93,0,0,,,,0,0,,1,Technical,180,0,0,42,3.5,3.49,,0,,0,,,0,0,0,0,3,273.3,0.259,0.359,10,"IoT,Laptop,Phone",87.6,0.0,0,1,243,0.033,0.086,0,0.0,0,0.45,0.98,62000,0.948,1.19,0.65,,0,0,0,0,0,,,Variant_A,Phone,0,0,0,active,,0,34.5,-999.0,0,0,11,0.9166666666666666,0,46.89,0,0.48026315789473684,0.5197368421052632,1.4450657894736842,0.0,3.0,0.0,5.69214663666822,27.0,3.5,269.7666666666667,1.0,4.0,4.0,13.362475444317937,8.0,3.5,271.81666666666666,7.0,8.0,11.077249740715507,8.0,3.34,287.1818181818182,2.0,8.883333333333333,-0.1748188405797101,-0.0606415532341457,0.41666666666666663,-0.6666666666666666,-5.385103104047287,0.028985507246376812,0.6363636363636364,established,1,0.75,0.0,269.7666666666667,271.81666666666666,0.9924581519406465,0.0,1.2697368421052633,-0.23749999999999982,4.754605263157894,0.2238,3.454492301307804,0.908,0.0,1.2999999999999998,10.640897564465696,0,1,1,0,1,0,usage: MoM=-17%; billing: elevated pressure; contract ends in 0 months.,Declining usage signals growing disengagement from the service; billing pressure is reducing perceived plan value.
200260,2025-07-01,Single,2022-11-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,14.5,0,0,62.3,3.3,0.286,0,0.0,0,27,72,1.82,0,0,0,43.93,0,0,0.6,0.0,0.0,0,0,0,0.17,0,0,44.36,0,0,,,,0,0,,0,,0,0,0,10,4.26,2.33,Discount,0,,0,,,0,0,1,0,0,349.6,0.186,0.488,10,"IoT,Laptop,Phone",100.4,0.0,0,1,214,0.219,0.0,0,0.0,0,0.45,0.98,62000,0.948,1.3,0.9,,0,0,0,0,0,,Email,Variant_A,Phone,0,0,0,active,,0,32.43333333333333,-999.0,0,0,12,1.0,0,54.93,0,0.4769736842105263,0.5230263157894737,1.4450657894736842,0.0,2.0,0.0,5.519169623533357,10.0,3.5,318.03333333333336,0.6666666666666666,3.0,2.0,10.181332754932747,10.0,3.5,270.3333333333333,7.0,8.0,10.877477843802955,8.0,3.34,292.3833333333333,2.0,8.883333333333333,0.279180387852177,0.08772729863763336,0.08333333333333326,-0.6666666666666666,-5.358308220269598,0.0,0.5833333333333334,established,1,0.6666666666666666,0.0,318.03333333333336,270.3333333333333,1.1764488286066586,0.0,1.1896929824561404,-0.053508771929824395,4.034539473684211,0.0,2.651322372927798,0.908,0.0,0.1,7.693861846612008,0,0,0,0,1,0,contract ends in 0 months.,Approaching contract end creates a natural window to switch providers.
200260,2025-08-01,Single,2024-01-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,14.7,2,98,51.3,4.7,0.488,1,29.9,0,27,72,1.82,0,2,0,48.32,0,0,0.68,1.71,0.0,0,1,28,10.08,0,0,40.63,0,0,,,,0,0,,2,Sales,418,0,1,39,3.16,2.51,,0,,1,Billing,Low,0,0,0,2,0,255.3,0.153,0.55,10,"IoT,Laptop,Phone",96.6,0.0,0,0,0,0.217,0.143,0,0.0,0,0.45,0.98,62000,0.948,1.26,1.11,,0,0,0,0,0,,Phone,Variant_A,Phone,0,0,0,active,,0,19.266666666666666,-999.0,0,0,12,1.0,0,44.36,0,0.48355263157894735,0.5164473684210527,1.5894736842105264,3.2666666666666666,2.0,2.0,7.41763439379429,10.0,3.16,292.73333333333335,0.6666666666666666,4.0,3.0,4.826301896897842,10.0,3.16,265.9166666666667,8.0,8.0,10.90862697245819,8.0,3.16,288.73333333333335,2.0,9.55,-0.26973684210526316,0.013853613484183791,0.0,0.0,-3.4909925786639002,0.051903114186851215,0.6666666666666666,established,1,0.5,0.6666666666666666,292.73333333333335,265.9166666666667,1.1008461297398935,0.0,1.6831140350877192,0.5186403508771928,6.61267105263158,2.0342,3.4873583598607922,0.908,0.0,3.3000000000000003,16.342229412492372,0,1,1,0,1,1,"usage: MoM=-27%; support: 1 complaint, 2 inbound calls; billing: price increase.",Declining usage signals growing disengagement from the service; high support volume indicates unresolved friction with the service.
200260,2025-09-01,Single,2024-08-01,Active,Suburban,SFH,Mid,A,,0,1,0,0,,Copper_DSL,30.4,17.7,1,77,71.2,6.0,0.172,1,39.4,0,27,72,1.82,0,0,0,48.32,0,0,3.48,0.0,0.0,0,0,0,1.56,0,0,50.239999999999995,0,0,,,,0,0,,0,,0,0,0,-5,3.55,2.79,,0,,0,,,0,0,1,1,0,201.5,0.244,0.505,10,"IoT,Laptop,Phone",118.4,0.0,0,0,0,0.383,0.0,0,0.0,0,0.45,0.98,62000,0.948,0.77,0.62,,0,0,0,0,0,,,Variant_A,Phone,0,0,0,active,,0,13.2,-999.0,0,0,12,1.0,0,40.63,1,0.5822368421052632,0.41776315789473684,1.5894736842105264,1.2833333333333334,2.0,3.0,4.844918299964747,-5.0,3.16,268.8,0.6666666666666666,5.0,3.0,5.102795312375335,-5.0,3.16,269.28333333333336,9.0,8.0,11.489416836481483,-5.0,3.16,278.2,3.0,9.616666666666667,-0.2107324716020369,-0.0337886412652767,-0.08333333333333337,0.33333333333333337,-6.644498536516736,0.07575757575757576,0.75,early_growth,0,0.4,1.0,268.8,269.28333333333336,0.9982051123352107,0.0,1.8177631578947366,0.5480263157894734,12.614644736842106,2.5,3.6259521623660467,0.908,0.0,0.15000000000000002,19.798596899208153,1,1,1,0,1,0,"service: 2 tickets, 3 outages, NPS=-5; usage: MoM=-21%; billing: bill shock.",Recurring service failures are eroding the customer experience; declining usage signals growing disengagement from the service.
